STREAM=27,1,1,PRF,ET,0.05,sec,T,0.45,sec,P,0,psig,,,
STREAM=27,1,1,PRF,ET,0.1,sec,T,0.4,sec,P,15.445,psig,,,
STREAM=27,1,1,FGN,ET,0.15,sec,T,2,sec,P,48.972,psig,,,
STREAM=27,1,1,FGN,ET,0.2,sec,T,1.95,sec,P,49.281,psig,,,
STREAM=27,1,1,FGN,ET,0.25,sec,T,1.9,sec,P,49.416,psig,,,
STREAM=27,1,1,FGN,ET,0.3,sec,T,1.85,sec,P,49.493,psig,,,
STREAM=27,1,1,FGN,ET,0.35,sec,T,1.8,sec,P,49.54,psig,,,
STREAM=27,1,1,FGN,ET,0.4,sec,T,1.75,sec,P,49.573,psig,,,
STREAM=27,1,1,FGN,ET,0.45,sec,T,1.7,sec,P,49.598,psig,,,
STREAM=27,1,1,FGN,ET,0.5,sec,T,1.65,sec,P,49.617,psig,,,
STREAM=27,1,1,FGN,ET,0.55,sec,T,1.6,sec,P,49.632,psig,,,
STREAM=27,1,1,FGN,ET,0.6,sec,T,1.55,sec,P,49.645,psig,,,
STREAM=27,1,1,FGN,ET,0.65,sec,T,1.5,sec,P,49.654,psig,,,
STREAM=27,1,1,FGN,ET,0.7,sec,T,1.45,sec,P,49.662,psig,,,
STREAM=27,1,1,FGN,ET,0.75,sec,T,1.4,sec,P,49.667,psig,,,
STREAM=27,1,1,FGN,ET,0.8,sec,T,1.35,sec,P,49.674,psig,,,
STREAM=27,1,1,FGN,ET,0.85,sec,T,1.3,sec,P,49.677,psig,,,
STREAM=27,1,1,FGN,ET,0.9,sec,T,1.25,sec,P,49.682,psig,,,
STREAM=27,1,1,FGN,ET,0.95,sec,T,1.2,sec,P,49.685,psig,,,
STREAM=27,1,1,FGN,ET,1,sec,T,1.15,sec,P,49.688,psig,,,
STREAM=27,1,1,FGN,ET,1.05,sec,T,1.1,sec,P,49.691,psig,,,
STREAM=27,1,1,FGN,ET,1.1,sec,T,1.05,sec,P,49.693,psig,,,
STREAM=27,1,1,FGN,ET,1.15,sec,T,1,sec,P,49.695,psig,,,
STREAM=27,1,1,FGN,ET,1.2,sec,T,0.95,sec,P,49.698,psig,,,
STREAM=27,1,1,FGN,ET,1.25,sec,T,0.9,sec,P,49.7,psig,,,
STREAM=27,1,1,FGN,ET,1.3,sec,T,0.85,sec,P,49.701,psig,,,
STREAM=27,1,1,FGN,ET,1.35,sec,T,0.8,sec,P,49.702,psig,,,
STREAM=27,1,1,FGN,ET,1.4,sec,T,0.75,sec,P,49.703,psig,,,
STREAM=27,1,1,FGN,ET,1.45,sec,T,0.7,sec,P,49.704,psig,,,
STREAM=27,1,1,FGN,ET,1.5,sec,T,0.65,sec,P,49.706,psig,,,
STREAM=27,1,1,FGN,ET,1.55,sec,T,0.6,sec,P,49.707,psig,,,
STREAM=27,1,1,FGN,ET,1.6,sec,T,0.55,sec,P,49.708,psig,,,
STREAM=27,1,1,FGN,ET,1.65,sec,T,0.5,sec,P,49.709,psig,,,
STREAM=27,1,1,FGN,ET,1.7,sec,T,0.45,sec,P,49.709,psig,,,
STREAM=27,1,1,FGN,ET,1.75,sec,T,0.4,sec,P,49.71,psig,,,
STREAM=27,1,1,FGN,ET,1.8,sec,T,0.35,sec,P,49.71,psig,,,
STREAM=27,1,1,FGN,ET,1.85,sec,T,0.3,sec,P,49.71,psig,,,
STREAM=27,1,1,FGN,ET,1.9,sec,T,0.25,sec,P,49.71,psig,,,
STREAM=27,1,1,FGN,ET,1.95,sec,T,0.2,sec,P,49.711,psig,,,
STREAM=27,1,1,FGN,ET,2,sec,T,0.15,sec,P,49.711,psig,,,
STREAM=27,1,1,FGN,ET,2.05,sec,T,0.1,sec,P,49.711,psig,,,
STREAM=27,1,1,FGN,ET,2.1,sec,T,0.05,sec,P,49.711,psig,,,
STREAM=27,1,1,STG,ET,2.15,sec,T,2,sec,P,49.712,psig,,,
STREAM=27,1,1,STG,ET,2.2,sec,T,1.95,sec,P,49.712,psig,,,
STREAM=27,1,1,STG,ET,2.25,sec,T,1.9,sec,P,49.711,psig,,,
STREAM=27,1,1,STG,ET,2.3,sec,T,1.85,sec,P,49.709,psig,,,
STREAM=27,1,1,STG,ET,2.35,sec,T,1.8,sec,P,49.706,psig,,,
STREAM=27,1,1,STG,ET,2.4,sec,T,1.75,sec,P,49.703,psig,,,
STREAM=27,1,1,STG,ET,2.45,sec,T,1.7,sec,P,49.701,psig,,,
STREAM=27,1,1,STG,ET,2.5,sec,T,1.65,sec,P,49.699,psig,,,
STREAM=27,1,1,STG,ET,2.55,sec,T,1.6,sec,P,49.698,psig,,,
STREAM=27,1,1,STG,ET,2.6,sec,T,1.55,sec,P,49.697,psig,,,
STREAM=27,1,1,STG,ET,2.65,sec,T,1.5,sec,P,49.695,psig,,,
STREAM=27,1,1,STG,ET,2.7,sec,T,1.45,sec,P,49.694,psig,,,
STREAM=27,1,1,STG,ET,2.75,sec,T,1.4,sec,P,49.693,psig,,,
STREAM=27,1,1,STG,ET,2.8,sec,T,1.35,sec,P,49.692,psig,,,
STREAM=27,1,1,STG,ET,2.85,sec,T,1.3,sec,P,49.692,psig,,,
STREAM=27,1,1,STG,ET,2.9,sec,T,1.25,sec,P,49.691,psig,,,
STREAM=27,1,1,STG,ET,2.95,sec,T,1.2,sec,P,49.69,psig,,,
STREAM=27,1,1,STG,ET,3,sec,T,1.15,sec,P,49.69,psig,,,
STREAM=27,1,1,STG,ET,3.05,sec,T,1.1,sec,P,49.689,psig,,,
STREAM=27,1,1,STG,ET,3.1,sec,T,1.05,sec,P,49.688,psig,,,
STREAM=27,1,1,STG,ET,3.15,sec,T,1,sec,P,49.688,psig,,,
STREAM=27,1,1,STG,ET,3.2,sec,T,0.95,sec,P,49.687,psig,,,
STREAM=27,1,1,STG,ET,3.25,sec,T,0.9,sec,P,49.686,psig,,,
STREAM=27,1,1,STG,ET,3.3,sec,T,0.85,sec,P,49.686,psig,,,
STREAM=27,1,1,STG,ET,3.35,sec,T,0.8,sec,P,49.685,psig,,,
STREAM=27,1,1,STG,ET,3.4,sec,T,0.75,sec,P,49.685,psig,,,
STREAM=27,1,1,STG,ET,3.45,sec,T,0.7,sec,P,49.684,psig,,,
STREAM=27,1,1,STG,ET,3.5,sec,T,0.65,sec,P,49.684,psig,,,
STREAM=27,1,1,STG,ET,3.55,sec,T,0.6,sec,P,49.683,psig,,,
STREAM=27,1,1,STG,ET,3.6,sec,T,0.55,sec,P,49.683,psig,,,
STREAM=27,1,1,STG,ET,3.65,sec,T,0.5,sec,P,49.683,psig,,,
STREAM=27,1,1,STG,ET,3.7,sec,T,0.45,sec,P,49.683,psig,,,
STREAM=27,1,1,STG,ET,3.75,sec,T,0.4,sec,P,49.682,psig,,,
STREAM=27,1,1,STG,ET,3.8,sec,T,0.35,sec,P,49.682,psig,,,
STREAM=27,1,1,STG,ET,3.85,sec,T,0.3,sec,P,49.682,psig,,,
STREAM=27,1,1,STG,ET,3.9,sec,T,0.25,sec,P,49.681,psig,,,
STREAM=27,1,1,STG,ET,3.95,sec,T,0.2,sec,P,49.681,psig,,,
STREAM=27,1,1,STG,ET,4,sec,T,0.15,sec,P,49.681,psig,,,
STREAM=27,1,1,STG,ET,4.05,sec,T,0.1,sec,P,49.681,psig,,,
STREAM=27,1,1,STG,ET,4.1,sec,T,0.05,sec,P,49.68,psig,,,
STREAM=27,1,1,PLO,ET,4.15,sec,T,5,sec,P,49.68,psig,PL,0.00028,dpsig
STREAM=27,1,1,PLO,ET,4.2,sec,T,4.95,sec,P,49.68,psig,PL,0.00056,dpsig
STREAM=27,1,1,PLO,ET,4.25,sec,T,4.9,sec,P,49.679,psig,PL,0.00082,dpsig
STREAM=27,1,1,PLO,ET,4.3,sec,T,4.85,sec,P,49.679,psig,PL,0.0011,dpsig
STREAM=27,1,1,PLO,ET,4.35,sec,T,4.8,sec,P,49.679,psig,PL,0.00091,dpsig
STREAM=27,1,1,PLO,ET,4.4,sec,T,4.75,sec,P,49.679,psig,PL,0.00117,dpsig
STREAM=27,1,1,PLO,ET,4.45,sec,T,4.7,sec,P,49.679,psig,PL,0.0014,dpsig
STREAM=27,1,1,PLO,ET,4.5,sec,T,4.65,sec,P,49.679,psig,PL,0.00167,dpsig
STREAM=27,1,1,PLO,ET,4.55,sec,T,4.6,sec,P,49.678,psig,PL,0.0019,dpsig
STREAM=27,1,1,PLO,ET,4.6,sec,T,4.55,sec,P,49.678,psig,PL,0.00214,dpsig
STREAM=27,1,1,PLO,ET,4.65,sec,T,4.5,sec,P,49.678,psig,PL,0.00238,dpsig
STREAM=27,1,1,PLO,ET,4.7,sec,T,4.45,sec,P,49.678,psig,PL,0.00262,dpsig
STREAM=27,1,1,PLO,ET,4.75,sec,T,4.4,sec,P,49.677,psig,PL,0.00285,dpsig
STREAM=27,1,1,PLO,ET,4.8,sec,T,4.35,sec,P,49.677,psig,PL,0.00292,dpsig
STREAM=27,1,1,PLO,ET,4.85,sec,T,4.3,sec,P,49.677,psig,PL,0.0031,dpsig
STREAM=27,1,1,PLO,ET,4.9,sec,T,4.25,sec,P,49.677,psig,PL,0.00336,dpsig
STREAM=27,1,1,PLO,ET,4.95,sec,T,4.2,sec,P,49.677,psig,PL,0.00359,dpsig
STREAM=27,1,1,PLO,ET,5,sec,T,4.15,sec,P,49.676,psig,PL,0.00383,dpsig
STREAM=27,1,1,PLO,ET,5.05,sec,T,4.1,sec,P,49.676,psig,PL,0.0039,dpsig
STREAM=27,1,1,PLO,ET,5.1,sec,T,4.05,sec,P,49.676,psig,PL,0.00412,dpsig
STREAM=27,1,1,PLO,ET,5.15,sec,T,4,sec,P,49.676,psig,PL,0.00431,dpsig
STREAM=27,1,1,PLO,ET,5.2,sec,T,3.95,sec,P,49.676,psig,PL,0.00448,dpsig
STREAM=27,1,1,PLO,ET,5.25,sec,T,3.9,sec,P,49.676,psig,PL,0.00464,dpsig
STREAM=27,1,1,PLO,ET,5.3,sec,T,3.85,sec,P,49.675,psig,PL,0.00483,dpsig
STREAM=27,1,1,PLO,ET,5.35,sec,T,3.8,sec,P,49.675,psig,PL,0.005,dpsig
STREAM=27,1,1,PLO,ET,5.4,sec,T,3.75,sec,P,49.675,psig,PL,0.0052,dpsig
STREAM=27,1,1,PLO,ET,5.45,sec,T,3.7,sec,P,49.675,psig,PL,0.00537,dpsig
STREAM=27,1,1,PLO,ET,5.5,sec,T,3.65,sec,P,49.675,psig,PL,0.00556,dpsig
STREAM=27,1,1,PLO,ET,5.55,sec,T,3.6,sec,P,49.674,psig,PL,0.00574,dpsig
